MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
8.0,7.0,6.0,6.0,7.0,2.0,5.0,7.0,10.0,4.0,6.0,8.0,5.0,5.0,2.0,7.0,9.0,6.0,2.0,4.0,0.58
4.0,2.0,5.0,6.0,7.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,6.0,6.0,5.0,2.0,6.0,6.0,4.0,9.0,0.46
6.0,6.0,5.0,2.0,4.0,6.0,5.0,5.0,5.0,3.0,3.0,5.0,6.0,6.0,5.0,2.0,4.0,3.0,2.0,2.0,0.425
5.0,4.0,4.0,2.0,4.0,4.0,1.0,6.0,5.0,2.0,7.0,4.0,6.0,2.0,4.0,2.0,2.0,1.0,5.0,6.0,0.38
3.0,3.0,2.0,9.0,5.0,7.0,4.0,6.0,7.0,6.0,7.0,6.0,2.0,4.0,8.0,4.0,6.0,9.0,4.0,4.0,0.53
5.0,6.0,5.0,9.0,5.0,3.0,1.0,7.0,4.0,6.0,5.0,7.0,4.0,7.0,6.0,5.0,7.0,2.0,4.0,5.0,0.515
3.0,5.0,5.0,3.0,3.0,2.0,3.0,6.0,6.0,3.0,5.0,1.0,5.0,4.0,6.0,7.0,4.0,2.0,6.0,3.0,0.41
5.0,6.0,6.0,9.0,7.0,4.0,2.0,6.0,5.0,4.0,9.0,2.0,5.0,4.0,5.0,5.0,10.5,7.0,6.0,4.0,0.56
1.0,6.0,5.0,4.0,6.0,5.0,3.0,6.0,7.0,0.0,6.0,3.0,7.0,5.0,5.0,4.0,6.0,5.0,10.0,7.0,0.505
6.0,3.0,4.0,3.0,5.0,6.0,6.0,3.0,3.0,3.0,9.0,8.0,6.0,10.5,4.0,7.0,5.0,5.0,6.0,1.0,0.52
4.0,8.0,7.0,5.0,7.0,3.0,1.0,3.0,7.0,4.0,7.0,7.0,3.0,6.0,4.0,7.0,7.0,4.0,7.0,6.0,0.535
7.0,8.0,5.0,7.0,2.0,3.0,3.0,4.0,3.0,6.0,8.0,8.0,7.0,4.0,3.0,4.0,4.0,7.0,2.0,2.0,0.485
7.0,7.0,4.0,4.0,5.0,5.0,7.0,10.0,4.0,6.0,3.0,4.0,5.0,2.0,5.0,3.0,5.0,4.0,7.0,3.0,0.5
1.0,5.0,4.0,5.0,3.0,4.0,1.0,3.0,5.0,6.0,5.0,3.0,6.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,0.38
6.0,5.0,5.0,6.0,0.0,5.0,2.0,4.0,5.0,6.0,7.0,7.0,10.0,8.0,10.5,7.0,5.0,5.0,3.0,7.0,0.58
5.0,5.0,8.0,7.0,4.0,7.0,5.0,7.0,9.0,5.0,3.0,7.0,4.0,6.0,5.0,6.0,3.0,7.0,7.0,6.0,0.58
5.0,0.0,5.0,6.0,8.0,3.0,5.0,3.0,1.0,3.0,4.0,3.0,10.0,3.0,5.0,7.0,3.0,3.0,5.0,8.0,0.45
3.0,7.0,4.0,5.0,2.0,4.0,4.0,10.5,6.0,5.0,5.0,3.0,5.0,7.0,3.0,5.0,6.0,1.0,4.0,5.0,0.485
4.0,5.0,3.0,5.0,1.0,6.0,4.0,3.0,5.0,6.0,5.0,7.0,3.0,5.0,5.0,2.0,6.0,5.0,5.0,6.0,0.455
4.0,4.0,7.0,10.5,6.0,5.0,7.0,8.0,3.0,5.0,3.0,8.0,10.0,9.0,8.0,1.0,0.0,8.0,6.0,8.0,0.605
6.0,2.0,5.0,2.0,6.0,9.0,7.0,7.0,6.0,5.0,2.0,5.0,6.0,6.0,2.0,9.0,9.0,9.0,3.0,8.0,0.57
3.0,4.0,4.0,8.0,7.0,4.0,6.0,5.0,4.0,2.0,4.0,7.0,5.0,3.0,8.0,3.0,4.0,3.0,4.0,6.0,0.47
9.0,3.0,8.0,2.0,7.0,5.0,7.0,8.0,6.0,4.0,3.0,6.0,6.0,5.0,7.0,6.0,2.0,4.0,5.0,3.0,0.53
1.0,3.0,3.0,3.0,2.0,10.0,6.0,3.0,4.0,3.0,6.0,6.0,8.0,6.0,5.0,9.0,2.0,3.0,4.0,4.0,0.455
5.0,5.0,2.0,4.0,6.0,5.0,6.0,7.0,3.0,3.0,4.0,6.0,4.0,9.0,3.0,2.0,2.0,5.0,6.0,5.0,0.46
1.0,5.0,4.0,8.0,5.0,10.0,3.0,8.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0,6.0,6.0,5.0,9.0,6.0,0.525
3.0,3.0,0.0,4.0,7.0,7.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,1.0,7.0,3.0,8.0,4.0,3.0,0.415
5.0,3.0,2.0,5.0,4.0,0.0,8.0,3.0,7.0,4.0,9.0,5.0,10.5,1.0,8.0,4.0,6.0,10.0,7.0,7.0,0.55
6.0,7.0,5.0,7.0,5.0,4.0,4.0,2.0,3.0,5.0,6.0,4.0,2.0,3.0,2.0,4.0,5.0,10.0,5.0,5.0,0.47
5.0,4.0,4.0,7.0,10.0,6.0,2.0,5.0,3.0,6.0,4.0,2.0,2.0,6.0,3.0,3.0,3.0,6.0,4.0,5.0,0.45
7.0,3.0,5.0,5.0,6.0,6.0,3.0,6.0,5.0,6.0,10.0,7.0,3.0,5.0,6.0,4.0,5.0,9.0,5.0,1.0,0.535
3.0,1.0,7.0,4.0,3.0,4.0,7.0,7.0,4.0,6.0,10.0,5.0,8.0,6.0,10.5,5.0,5.0,5.0,6.0,10.5,0.6
5.0,4.0,4.0,5.0,8.0,2.0,5.0,8.0,4.0,5.0,6.0,4.0,5.0,3.0,2.0,7.0,7.0,9.0,6.0,5.0,0.52
4.0,10.0,2.0,5.0,5.0,4.0,7.0,7.0,2.0,3.0,7.0,5.0,5.0,4.0,3.0,1.0,8.0,5.0,7.0,9.0,0.515
8.0,5.0,5.0,1.0,10.0,5.0,4.0,3.0,6.0,7.0,9.0,10.0,4.0,4.0,4.0,5.0,10.0,10.5,4.0,6.0,0.605
3.0,5.0,1.0,4.0,2.0,6.0,4.0,4.0,4.0,3.0,5.0,1.0,3.0,10.5,4.0,6.0,2.0,1.0,5.0,2.0,0.385
1.0,6.0,4.0,9.0,7.0,3.0,4.0,5.0,5.0,1.0,7.0,7.0,6.0,6.0,3.0,3.0,4.0,2.0,7.0,7.0,0.485
2.0,3.0,3.0,4.0,5.0,4.0,7.0,7.0,2.0,3.0,8.0,8.0,7.0,5.0,5.0,2.0,4.0,5.0,7.0,3.0,0.47
6.0,5.0,4.0,7.0,5.0,8.0,3.0,9.0,8.0,7.0,4.0,7.0,9.0,3.0,7.0,4.0,2.0,5.0,6.0,5.0,0.57
5.0,6.0,7.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,7.0,7.0,10.5,7.0,4.0,5.0,5.0,5.0,7.0,5.0,0.565
6.0,5.0,8.0,9.0,6.0,6.0,2.0,10.0,1.0,4.0,5.0,3.0,6.0,4.0,5.0,4.0,5.0,7.0,5.0,4.0,0.525
2.0,9.0,7.0,5.0,4.0,9.0,7.0,6.0,4.0,6.0,3.0,2.0,5.0,6.0,7.0,7.0,10.5,4.0,7.0,6.0,0.59
5.0,6.0,4.0,2.0,6.0,6.0,8.0,4.0,8.0,6.0,10.5,8.0,4.0,5.0,6.0,7.0,6.0,3.0,7.0,10.0,0.615
4.0,3.0,7.0,6.0,5.0,2.0,5.0,2.0,1.0,2.0,7.0,7.0,5.0,5.0,1.0,3.0,6.0,3.0,4.0,2.0,0.4
5.0,4.0,9.0,7.0,5.0,4.0,6.0,6.0,4.0,4.0,8.0,9.0,3.0,3.0,6.0,7.0,2.0,4.0,6.0,2.0,0.52
5.0,8.0,3.0,6.0,3.0,2.0,8.0,3.0,5.0,3.0,7.0,8.0,8.0,7.0,5.0,4.0,2.0,4.0,9.0,7.0,0.535
3.0,5.0,4.0,7.0,7.0,2.0,3.0,5.0,9.0,3.0,4.0,7.0,5.0,3.0,5.0,1.0,4.0,3.0,3.0,2.0,0.425
10.0,4.0,3.0,5.0,6.0,8.0,2.0,7.0,7.0,7.0,7.0,5.0,3.0,6.0,2.0,8.0,5.0,6.0,3.0,6.0,0.55
10.0,8.0,7.0,3.0,6.0,4.0,3.0,4.0,6.0,5.0,9.0,7.0,4.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,0.5
4.0,5.0,2.0,4.0,5.0,1.0,7.0,5.0,7.0,5.0,4.0,5.0,7.0,6.0,5.0,5.0,7.0,4.0,8.0,7.0,0.515
8.0,6.0,7.0,2.0,3.0,4.0,5.0,4.0,4.0,6.0,4.0,4.0,6.0,10.5,4.0,8.0,2.0,1.0,7.0,6.0,0.52
5.0,4.0,4.0,10.0,8.0,2.0,3.0,7.0,1.0,6.0,2.0,3.0,1.0,3.0,2.0,7.0,2.0,5.0,8.0,7.0,0.45
5.0,2.0,4.0,6.0,5.0,8.0,5.0,3.0,7.0,4.0,7.0,7.0,7.0,8.0,5.0,2.0,4.0,1.0,1.0,6.0,0.485
7.0,5.0,1.0,4.0,6.0,3.0,10.0,6.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,7.0,5.0,5.0,0.465
8.0,5.0,4.0,7.0,5.0,5.0,5.0,4.0,9.0,5.0,8.0,1.0,7.0,9.0,4.0,2.0,6.0,5.0,8.0,6.0,0.565
1.0,5.0,5.0,10.0,4.0,5.0,6.0,2.0,3.0,3.0,8.0,3.0,5.0,3.0,4.0,5.0,6.0,3.0,10.5,7.0,0.505
5.0,7.0,3.0,4.0,10.0,3.0,4.0,5.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,8.0,5.0,4.0,10.0,4.0,0.525
4.0,5.0,4.0,6.0,7.0,5.0,8.0,4.0,6.0,2.0,2.0,6.0,6.0,4.0,4.0,2.0,8.0,1.0,6.0,10.5,0.515
8.0,3.0,4.0,2.0,5.0,3.0,6.0,6.0,5.0,5.0,2.0,4.0,3.0,7.0,5.0,1.0,3.0,5.0,1.0,5.0,0.415
9.0,3.0,6.0,9.0,4.0,6.0,10.5,7.0,6.0,3.0,3.0,10.0,3.0,7.0,4.0,3.0,9.0,2.0,3.0,5.0,0.565
8.0,4.0,9.0,8.0,5.0,4.0,9.0,4.0,3.0,10.5,9.0,6.0,2.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,0.62
0.0,4.0,3.0,2.0,9.0,3.0,5.0,7.0,4.0,10.0,7.0,6.0,5.0,3.0,4.0,4.0,5.0,9.0,6.0,6.0,0.51
5.0,3.0,0.0,4.0,6.0,4.0,3.0,3.0,4.0,6.0,1.0,3.0,7.0,8.0,3.0,7.0,6.0,1.0,2.0,4.0,0.4
4.0,8.0,5.0,4.0,3.0,3.0,4.0,5.0,8.0,7.0,4.0,3.0,2.0,7.0,6.0,9.0,5.0,4.0,5.0,8.0,0.52
5.0,2.0,9.0,3.0,8.0,7.0,4.0,2.0,1.0,6.0,6.0,6.0,6.0,8.0,7.0,5.0,6.0,5.0,3.0,6.0,0.525
3.0,5.0,9.0,0.0,9.0,6.0,9.0,6.0,4.0,4.0,5.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,6.0,5.0,0.57
3.0,3.0,4.0,5.0,6.0,7.0,5.0,2.0,7.0,6.0,3.0,3.0,3.0,7.0,2.0,3.0,5.0,5.0,7.0,4.0,0.45
9.0,4.0,4.0,5.0,4.0,4.0,4.0,7.0,7.0,7.0,10.0,3.0,9.0,3.0,8.0,4.0,4.0,2.0,8.0,4.0,0.55
4.0,2.0,5.0,1.0,3.0,3.0,3.0,10.5,1.0,4.0,7.0,3.0,5.0,2.0,0.0,4.0,2.0,5.0,6.0,5.0,0.38
6.0,6.0,6.0,8.0,3.0,1.0,7.0,4.0,6.0,4.0,5.0,3.0,4.0,4.0,9.0,3.0,3.0,4.0,7.0,6.0,0.495
6.0,7.0,4.0,6.0,4.0,6.0,6.0,4.0,4.0,7.0,4.0,5.0,1.0,6.0,3.0,7.0,2.0,6.0,5.0,3.0,0.48
5.0,2.0,5.0,7.0,4.0,4.0,4.0,7.0,9.0,2.0,4.0,4.0,4.0,2.0,6.0,2.0,5.0,5.0,5.0,2.0,0.44
4.0,3.0,1.0,4.0,6.0,2.0,4.0,3.0,6.0,4.0,1.0,5.0,4.0,2.0,6.0,7.0,9.0,4.0,6.0,2.0,0.415
7.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,10.0,5.0,6.0,2.0,6.0,4.0,9.0,7.0,5.0,1.0,3.0,0.495
4.0,9.0,6.0,2.0,5.0,6.0,3.0,5.0,0.0,2.0,4.0,5.0,7.0,4.0,6.0,4.0,9.0,3.0,8.0,4.0,0.48
3.0,4.0,9.0,4.0,2.0,8.0,6.0,6.0,5.0,2.0,5.0,3.0,4.0,6.0,8.0,6.0,6.0,3.0,7.0,6.0,0.515
6.0,4.0,10.0,7.0,9.0,5.0,4.0,8.0,6.0,3.0,4.0,3.0,4.0,6.0,4.0,7.0,9.0,3.0,3.0,5.0,0.55
8.0,6.0,9.0,5.0,7.0,5.0,4.0,5.0,5.0,3.0,7.0,6.0,8.0,3.0,7.0,6.0,4.0,5.0,5.0,4.0,0.56
3.0,2.0,5.0,5.0,7.0,6.0,6.0,4.0,8.0,9.0,7.0,6.0,2.0,4.0,6.0,5.0,7.0,3.0,3.0,2.0,0.5
8.0,5.0,1.0,8.0,5.0,7.0,6.0,9.0,5.0,4.0,8.0,4.0,4.0,2.0,9.0,5.0,6.0,7.0,7.0,8.0,0.59
10.0,2.0,8.0,3.0,4.0,6.0,7.0,6.0,2.0,7.0,7.0,6.0,7.0,4.0,6.0,8.0,4.0,3.0,6.0,6.0,0.56
1.0,6.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,10.0,9.0,5.0,6.0,3.0,4.0,7.0,7.0,7.0,10.0,4.0,0.515
5.0,4.0,8.0,5.0,6.0,3.0,10.5,9.0,5.0,4.0,4.0,4.0,7.0,10.5,4.0,2.0,6.0,7.0,3.0,5.0,0.57
4.0,3.0,9.0,4.0,5.0,3.0,0.0,5.0,9.0,4.0,3.0,2.0,4.0,1.0,6.0,1.0,7.0,4.0,2.0,0.0,0.38
5.0,5.0,3.0,6.0,3.0,4.0,3.0,5.0,3.0,8.0,5.0,7.0,3.0,6.0,2.0,7.0,8.0,6.0,5.0,4.0,0.49
4.0,6.0,6.0,8.0,2.0,5.0,6.0,3.0,3.0,6.0,7.0,5.0,5.0,5.0,4.0,5.0,6.0,10.5,8.0,4.0,0.545
7.0,7.0,2.0,5.0,8.0,3.0,5.0,6.0,3.0,4.0,6.0,4.0,5.0,3.0,1.0,4.0,2.0,2.0,5.0,7.0,0.445
4.0,3.0,8.0,6.0,4.0,7.0,10.0,4.0,6.0,7.0,3.0,4.0,6.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,0.445
3.0,5.0,5.0,3.0,2.0,6.0,5.0,7.0,3.0,5.0,2.0,1.0,4.0,3.0,6.0,5.0,9.0,10.0,4.0,3.0,0.455
4.0,6.0,4.0,5.0,6.0,4.0,10.5,2.0,3.0,4.0,7.0,6.0,3.0,10.0,2.0,4.0,4.0,10.0,5.0,4.0,0.525
7.0,5.0,5.0,3.0,7.0,4.0,3.0,8.0,7.0,5.0,4.0,10.5,5.0,5.0,5.0,3.0,7.0,4.0,6.0,6.0,0.55
3.0,1.0,3.0,5.0,8.0,1.0,7.0,5.0,4.0,3.0,6.0,4.0,4.0,7.0,2.0,4.0,3.0,3.0,7.0,5.0,0.425
8.0,1.0,5.0,7.0,10.5,3.0,6.0,6.0,3.0,6.0,3.0,6.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,7.0,0.52
3.0,9.0,4.0,5.0,5.0,6.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,2.0,1.0,6.0,8.0,2.0,6.0,0.425
3.0,6.0,6.0,8.0,3.0,7.0,7.0,3.0,5.0,5.0,4.0,10.0,5.0,6.0,8.0,7.0,7.0,3.0,5.0,5.0,0.565
7.0,5.0,6.0,8.0,3.0,4.0,2.0,3.0,6.0,5.0,7.0,3.0,6.0,3.0,5.0,3.0,10.5,2.0,5.0,2.0,0.48
1.0,3.0,5.0,4.0,10.0,5.0,5.0,5.0,3.0,7.0,10.0,4.0,4.0,3.0,4.0,4.0,3.0,6.0,5.0,7.0,0.49
6.0,4.0,5.0,3.0,6.0,3.0,3.0,1.0,3.0,9.0,5.0,5.0,6.0,6.0,4.0,4.0,2.0,5.0,7.0,9.0,0.48
6.0,8.0,3.0,7.0,4.0,8.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,6.0,6.0,5.0,6.0,0.48
6.0,5.0,3.0,7.0,5.0,2.0,5.0,6.0,7.0,4.0,1.0,6.0,2.0,6.0,2.0,10.0,8.0,4.0,9.0,6.0,0.52
5.0,6.0,4.0,5.0,2.0,5.0,2.0,5.0,4.0,6.0,10.5,2.0,8.0,10.0,3.0,10.5,4.0,5.0,4.0,5.0,0.54
4.0,5.0,8.0,5.0,1.0,1.0,3.0,6.0,2.0,5.0,5.0,3.0,3.0,3.0,7.0,6.0,2.0,5.0,4.0,4.0,0.41
2.0,7.0,7.0,8.0,2.0,7.0,5.0,10.5,5.0,9.0,1.0,4.0,5.0,4.0,2.0,6.0,5.0,6.0,4.0,4.0,0.525
6.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,10.0,5.0,3.0,6.0,4.0,4.0,9.0,3.0,3.0,3.0,5.0,6.0,0.48
7.0,4.0,2.0,3.0,5.0,7.0,1.0,2.0,7.0,7.0,9.0,7.0,5.0,8.0,8.0,7.0,6.0,2.0,7.0,6.0,0.55
3.0,3.0,3.0,7.0,6.0,6.0,4.0,6.0,4.0,6.0,5.0,9.0,7.0,2.0,7.0,3.0,4.0,4.0,5.0,10.0,0.52
6.0,3.0,3.0,7.0,4.0,6.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,4.0,9.0,4.0,0.445
8.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,7.0,5.0,3.0,2.0,6.0,6.0,8.0,6.0,3.0,0.455
3.0,7.0,5.0,3.0,5.0,7.0,1.0,6.0,5.0,8.0,9.0,7.0,6.0,6.0,1.0,1.0,7.0,5.0,4.0,6.0,0.51
8.0,9.0,7.0,2.0,5.0,9.0,5.0,7.0,6.0,1.0,5.0,4.0,3.0,10.0,3.0,6.0,8.0,9.0,2.0,4.0,0.565
6.0,2.0,6.0,2.0,3.0,6.0,1.0,6.0,5.0,6.0,5.0,3.0,3.0,4.0,8.0,6.0,3.0,8.0,4.0,6.0,0.465
4.0,7.0,4.0,7.0,10.0,3.0,5.0,3.0,7.0,5.0,5.0,2.0,6.0,6.0,6.0,5.0,8.0,7.0,2.0,4.0,0.53
9.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,10.0,1.0,2.0,2.0,5.0,3.0,5.0,5.0,4.0,8.0,0.45
4.0,4.0,5.0,7.0,5.0,6.0,9.0,4.0,7.0,4.0,3.0,6.0,9.0,7.0,8.0,5.0,5.0,3.0,4.0,5.0,0.55
7.0,5.0,1.0,3.0,2.0,2.0,6.0,8.0,5.0,3.0,10.0,5.0,3.0,6.0,2.0,3.0,3.0,8.0,3.0,3.0,0.44
5.0,3.0,5.0,7.0,3.0,4.0,10.0,1.0,4.0,6.0,5.0,4.0,5.0,2.0,7.0,4.0,5.0,4.0,2.0,3.0,0.445
10.0,1.0,6.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,3.0,6.0,4.0,4.0,5.0,4.0,5.0,6.0,5.0,2.0,0.48
7.0,6.0,8.0,5.0,2.0,4.0,5.0,4.0,6.0,3.0,1.0,2.0,0.0,4.0,2.0,6.0,7.0,4.0,5.0,1.0,0.41
1.0,7.0,3.0,4.0,5.0,5.0,7.0,5.0,5.0,6.0,5.0,4.0,6.0,2.0,7.0,5.0,7.0,5.0,7.0,3.0,0.495
6.0,10.5,8.0,2.0,6.0,5.0,7.0,5.0,3.0,6.0,6.0,6.0,7.0,5.0,6.0,4.0,6.0,6.0,3.0,2.0,0.555
5.0,4.0,5.0,6.0,5.0,1.0,9.0,6.0,2.0,4.0,0.0,5.0,3.0,9.0,6.0,5.0,3.0,6.0,8.0,8.0,0.5
6.0,5.0,6.0,6.0,2.0,6.0,4.0,10.5,3.0,3.0,3.0,3.0,10.5,3.0,5.0,6.0,3.0,7.0,5.0,8.0,0.535
5.0,2.0,7.0,2.0,2.0,8.0,4.0,7.0,9.0,4.0,1.0,3.0,2.0,6.0,4.0,7.0,2.0,4.0,5.0,5.0,0.445
5.0,1.0,3.0,7.0,4.0,2.0,2.0,6.0,10.0,6.0,5.0,3.0,6.0,4.0,10.5,3.0,2.0,3.0,5.0,8.0,0.48
4.0,4.0,6.0,6.0,5.0,6.0,2.0,5.0,7.0,5.0,6.0,5.0,7.0,6.0,10.0,8.0,2.0,5.0,2.0,7.0,0.54
8.0,4.0,5.0,4.0,10.5,3.0,4.0,5.0,4.0,7.0,7.0,5.0,8.0,8.0,7.0,4.0,5.0,4.0,8.0,6.0,0.59
4.0,5.0,5.0,5.0,9.0,7.0,5.0,5.0,4.0,2.0,6.0,8.0,6.0,5.0,10.0,3.0,4.0,7.0,4.0,4.0,0.54
8.0,5.0,5.0,4.0,4.0,7.0,6.0,3.0,7.0,6.0,5.0,7.0,1.0,7.0,5.0,4.0,3.0,1.0,5.0,7.0,0.5
7.0,1.0,1.0,4.0,6.0,5.0,6.0,10.5,3.0,10.0,3.0,7.0,1.0,6.0,3.0,7.0,2.0,3.0,7.0,2.0,0.475
3.0,2.0,10.0,9.0,5.0,3.0,2.0,2.0,9.0,3.0,7.0,4.0,7.0,4.0,7.0,10.5,4.0,6.0,3.0,3.0,0.525
5.0,7.0,4.0,4.0,1.0,3.0,5.0,5.0,6.0,5.0,5.0,7.0,3.0,5.0,10.5,9.0,1.0,5.0,6.0,3.0,0.51
4.0,3.0,4.0,8.0,4.0,7.0,6.0,7.0,5.0,9.0,4.0,5.0,3.0,2.0,4.0,4.0,6.0,6.0,1.0,6.0,0.49
5.0,6.0,5.0,8.0,3.0,5.0,7.0,6.0,5.0,6.0,9.0,3.0,8.0,4.0,6.0,6.0,5.0,6.0,6.0,3.0,0.56
5.0,3.0,2.0,8.0,4.0,4.0,9.0,4.0,7.0,4.0,6.0,10.5,5.0,4.0,6.0,4.0,4.0,6.0,5.0,6.0,0.54
8.0,5.0,6.0,5.0,4.0,10.0,5.0,8.0,4.0,3.0,6.0,7.0,2.0,6.0,6.0,4.0,4.0,7.0,9.0,4.0,0.565
4.0,3.0,9.0,8.0,5.0,7.0,7.0,5.0,1.0,4.0,4.0,4.0,3.0,10.5,3.0,5.0,5.0,6.0,4.0,7.0,0.53
4.0,4.0,5.0,6.0,3.0,5.0,4.0,1.0,3.0,5.0,3.0,5.0,4.0,0.0,8.0,6.0,3.0,9.0,1.0,7.0,0.43
5.0,4.0,4.0,5.0,3.0,8.0,9.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,8.0,3.0,4.0,5.0,2.0,0.45
2.0,6.0,10.0,4.0,5.0,6.0,9.0,5.0,4.0,10.5,5.0,3.0,5.0,7.0,4.0,2.0,2.0,5.0,4.0,3.0,0.53
6.0,2.0,3.0,5.0,3.0,3.0,0.0,2.0,2.0,6.0,6.0,3.0,9.0,4.0,6.0,2.0,5.0,4.0,5.0,6.0,0.41
0.0,9.0,3.0,6.0,8.0,6.0,4.0,2.0,7.0,4.0,2.0,3.0,9.0,7.0,3.0,2.0,3.0,9.0,3.0,6.0,0.48
5.0,8.0,0.0,4.0,7.0,4.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,6.0,3.0,0.42
3.0,2.0,6.0,8.0,6.0,8.0,1.0,7.0,5.0,1.0,4.0,6.0,3.0,2.0,2.0,5.0,4.0,6.0,6.0,3.0,0.44
7.0,4.0,4.0,2.0,2.0,6.0,7.0,7.0,9.0,4.0,5.0,3.0,8.0,4.0,2.0,5.0,4.0,4.0,4.0,6.0,0.485
7.0,6.0,2.0,5.0,3.0,4.0,6.0,6.0,0.0,6.0,10.0,5.0,6.0,8.0,6.0,9.0,4.0,2.0,9.0,3.0,0.535
10.5,4.0,4.0,3.0,3.0,6.0,3.0,5.0,3.0,8.0,8.0,4.0,5.0,2.0,8.0,6.0,4.0,6.0,5.0,6.0,0.52
5.0,5.0,6.0,1.0,0.0,10.0,4.0,5.0,5.0,6.0,6.0,7.0,5.0,8.0,4.0,3.0,8.0,5.0,6.0,1.0,0.5
8.0,1.0,3.0,5.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,2.0,7.0,7.0,4.0,8.0,6.0,5.0,5.0,0.535
10.0,4.0,1.0,5.0,1.0,5.0,3.0,4.0,3.0,7.0,6.0,7.0,3.0,5.0,2.0,3.0,9.0,5.0,6.0,7.0,0.48
1.0,2.0,4.0,5.0,6.0,6.0,6.0,5.0,1.0,5.0,4.0,7.0,3.0,5.0,5.0,4.0,2.0,6.0,2.0,4.0,0.415
2.0,4.0,8.0,5.0,0.0,2.0,5.0,4.0,0.0,5.0,3.0,4.0,4.0,8.0,6.0,5.0,5.0,6.0,4.0,5.0,0.425
6.0,5.0,5.0,6.0,5.0,4.0,7.0,5.0,8.0,2.0,8.0,6.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,6.0,0.475
7.0,0.0,4.0,10.5,7.0,3.0,7.0,8.0,4.0,6.0,2.0,5.0,3.0,6.0,4.0,9.0,2.0,6.0,4.0,8.0,0.535
6.0,3.0,2.0,10.0,6.0,3.0,8.0,5.0,3.0,3.0,2.0,0.0,8.0,6.0,2.0,2.0,7.0,6.0,2.0,8.0,0.46
4.0,3.0,5.0,6.0,3.0,4.0,4.0,8.0,7.0,5.0,9.0,5.0,6.0,7.0,5.0,4.0,3.0,1.0,3.0,3.0,0.475
9.0,5.0,8.0,5.0,7.0,5.0,3.0,2.0,3.0,3.0,9.0,4.0,4.0,4.0,6.0,8.0,5.0,3.0,3.0,6.0,0.51
3.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,7.0,5.0,4.0,6.0,6.0,6.0,10.0,4.0,2.0,6.0,7.0,4.0,0.495
7.0,5.0,7.0,6.0,3.0,7.0,5.0,3.0,1.0,8.0,4.0,7.0,2.0,5.0,9.0,10.0,4.0,5.0,2.0,3.0,0.515
6.0,7.0,3.0,8.0,4.0,5.0,5.0,5.0,7.0,3.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,4.0,0.565
2.0,7.0,3.0,3.0,8.0,5.0,6.0,3.0,5.0,4.0,1.0,4.0,10.5,9.0,2.0,6.0,9.0,6.0,4.0,4.0,0.51
6.0,8.0,2.0,4.0,5.0,4.0,3.0,6.0,1.0,3.0,7.0,6.0,5.0,4.0,4.0,8.0,4.0,5.0,5.0,5.0,0.475
9.0,9.0,9.0,4.0,5.0,4.0,4.0,7.0,10.0,3.0,4.0,8.0,5.0,3.0,6.0,4.0,5.0,4.0,4.0,5.0,0.56
3.0,4.0,6.0,3.0,7.0,5.0,4.0,6.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,6.0,8.0,6.0,2.0,10.5,0.51
5.0,8.0,6.0,3.0,2.0,7.0,6.0,3.0,2.0,9.0,3.0,8.0,5.0,2.0,2.0,3.0,1.0,4.0,4.0,8.0,0.455
